Subject,Group,Number,Condition,Order,Item,Outcome,Response,Correct,Relation,Score
106,WS,28,Two,DAEBC-2,Cross-Two,2--3,yes,correct,truthconditional,1
106,WS,29,Two,DAEBC-2,Tree-Two,2--3,yes,correct,truthconditional,1
106,WS,30,Two,DAEBC-2,Balloon-Two,2--3,yes,correct,truthconditional,1
106,WS,31,Two,DAEBC-2,Arrow-Two,0--3,no,correct,truthconditional,1
106,WS,32,Two,DAEBC-2,Ring-Two,0--3,no,correct,truthconditional,1
106,WS,33,Two,DAEBC-2,Lock-Two,3--3,no,pragmatic,entailment,0
106,WS,34,Two,DAEBC-2,Flag-Two,3--3,no,pragmatic,entailment,0
106,WS,35,Two,DAEBC-2,Triangle-Two,0--3,no,correct,truthconditional,1
106,WS,36,Two,DAEBC-2,Ball-Two,2--3,yes,correct,truthconditional,1
106,WS,37,Not All,DAEBC-2,Cup-Not All,3--3,no,correct,truthconditional,1
106,WS,38,Not All,DAEBC-2,Cake-Not All,2--3,yes,correct,truthconditional,1
106,WS,39,Not All,DAEBC-2,Star-Not All,0--3,yes,semantic,entailment,1
106,WS,40,Not All,DAEBC-2,Triangle-Not All,2--3,yes,correct,truthconditional,1
106,WS,41,Not All,DAEBC-2,Kite-Not All,3--3,no,correct,truthconditional,1
106,WS,42,Not All,DAEBC-2,Smile-Not All,3--3,no,correct,truthconditional,1
106,WS,43,Not All,DAEBC-2,Heart-Not All,0--3,yes,semantic,entailment,1
106,WS,44,Not All,DAEBC-2,Flower-Not All,2--3,yes,correct,truthconditional,1
106,WS,45,Not All,DAEBC-2,Ball-Not All,0--3,yes,semantic,entailment,1
106,WS,46,Not All,DAEBC-2,Icecream-Not All,3--3,no,correct,truthconditional,1
106,WS,47,Not All,DAEBC-2,Phone-Not All,0--3,yes,semantic,entailment,1
106,WS,48,Not All,DAEBC-2,Doughnut-Not All,2--3,yes,correct,truthconditional,1
106,WS,49,Or,DAEBC-2,Smile-heart-Or,Both,yes,semantic,entailment,1
106,WS,50,Or,DAEBC-2,Boat-Or,Either,yes,correct,truthconditional,1
106,WS,51,Or,DAEBC-2,Triangle-circle-Or,Neither,no,correct,truthconditional,1
106,WS,52,Or,DAEBC-2,Arrow-tree-Or,Both,yes,semantic,entailment,1
106,WS,53,Or,DAEBC-2,Ring-Or,Either,yes,correct,truthconditional,1
106,WS,54,Or,DAEBC-2,Lightbulb-Or,Either,yes,correct,truthconditional,1
106,WS,55,Or,DAEBC-2,Cup-cake-Or,Neither,no,correct,truthconditional,1
106,WS,56,Or,DAEBC-2,Phone-cross-Or,Both,yes,semantic,entailment,1
106,WS,57,Or,DAEBC-2,Icecream-sun-Or,Neither,no,correct,truthconditional,1
106,WS,58,Or,DAEBC-2,Flowerpot-house-Or,Both,yes,semantic,entailment,1
106,WS,59,Or,DAEBC-2,Key-doughnut-Or,Neither,no,correct,truthconditional,1
106,WS,60,Or,DAEBC-2,Smile-Or,Either,yes,correct,truthconditional,1
107,WS,1,Not All,BADCE-1,Flower-Not All,2--3,yes,correct,truthconditional,1
107,WS,2,Not All,BADCE-1,Heart-Not All,0--3,yes,semantic,entailment,1
107,WS,3,Not All,BADCE-1,Phone-Not All,0--3,yes,semantic,entailment,1
107,WS,4,Not All,BADCE-1,Triangle-Not All,2--3,yes,correct,truthconditional,1
107,WS,5,Not All,BADCE-1,Doughnut-Not All,2--3,yes,correct,truthconditional,1
107,WS,6,Not All,BADCE-1,Kite-Not All,3--3,no,correct,truthconditional,1
107,WS,7,Not All,BADCE-1,Star-Not All,0--3,yes,semantic,entailment,1
107,WS,8,Not All,BADCE-1,Ball-Not All,0--3,yes,semantic,entailment,1
107,WS,9,Not All,BADCE-1,Cup-Not All,3--3,no,correct,truthconditional,1
107,WS,10,Not All,BADCE-1,Icecream-Not All,3--3,no,correct,truthconditional,1
107,WS,11,Not All,BADCE-1,Cake-Not All,2--3,yes,correct,truthconditional,1
107,WS,12,Not All,BADCE-1,Smile-Not All,3--3,no,correct,truthconditional,1
107,WS,13,All,BADCE-1,Cloud-All,2--3,no,correct,truthconditional,1
107,WS,14,All,BADCE-1,Boat-All,3--3,yes,correct,truthconditional,1
107,WS,15,All,BADCE-1,Bulb-All,0--3,no,correct,truthconditional,1
107,WS,16,All,BADCE-1,Heart-All,2--3,no,correct,truthconditional,1
107,WS,17,All,BADCE-1,Circle-All,2--3,no,correct,truthconditional,1
107,WS,18,All,BADCE-1,Key-All,3--3,yes,correct,truthconditional,1
107,WS,19,All,BADCE-1,Puzzle-All,0--3,no,correct,truthconditional,1
107,WS,20,All,BADCE-1,Camera-All,0--3,no,correct,truthconditional,1
107,WS,21,All,BADCE-1,Flag-All,0--3,no,correct,truthconditional,1
107,WS,22,All,BADCE-1,Square-All,2--3,no,correct,truthconditional,1
107,WS,23,All,BADCE-1,Tree-All,3--3,yes,correct,truthconditional,1
107,WS,24,All,BADCE-1,Flower-All,3--3,yes,correct,truthconditional,1
107,WS,25,Some,BADCE-1,Camera-Some,3--3,no,pragmatic,entailment,0
107,WS,26,Some,BADCE-1,Moon-Some,3--3,no,pragmatic,entailment,0
107,WS,27,Some,BADCE-1,Sun-Some,3--3,no,pragmatic,entailment,0
107,WS,28,Some,BADCE-1,Puzzle-Some,2--3,yes,correct,truthconditional,1
107,WS,29,Some,BADCE-1,Square-Some,0--3,no,correct,truthconditional,1
107,WS,30,Some,BADCE-1,House-Some,0--3,no,correct,truthconditional,1
107,WS,31,Some,BADCE-1,Balloon-Some,0--3,no,correct,truthconditional,1
107,WS,32,Some,BADCE-1,Flower-Some,0--3,no,correct,truthconditional,1
107,WS,33,Some,BADCE-1,Lock-Some,2--3,yes,correct,truthconditional,1
107,WS,34,Some,BADCE-1,Star-Some,3--3,no,pragmatic,entailment,0
107,WS,35,Some,BADCE-1,Circle-Some,2--3,yes,correct,truthconditional,1
107,WS,36,Some,BADCE-1,Tree-Some,2--3,yes,correct,truthconditional,1
107,WS,37,Or,BADCE-1,Triangle-circle-Or,Neither,no,correct,truthconditional,1
107,WS,38,Or,BADCE-1,Lightbulb-Or,Either,yes,correct,truthconditional,1
107,WS,39,Or,BADCE-1,Boat-Or,Either,yes,correct,truthconditional,1
107,WS,40,Or,BADCE-1,Cup-cake-Or,Neither,no,correct,truthconditional,1
107,WS,41,Or,BADCE-1,Flowerpot-house-Or,Both,no,pragmatic,entailment,0
107,WS,42,Or,BADCE-1,Smile-Or,Either,yes,correct,truthconditional,1
107,WS,43,Or,BADCE-1,Smile-heart-Or,Both,no,pragmatic,entailment,0
107,WS,44,Or,BADCE-1,Key-doughnut-Or,Neither,no,correct,truthconditional,1
107,WS,45,Or,BADCE-1,Arrow-tree-Or,Both,no,pragmatic,entailment,0
107,WS,46,Or,BADCE-1,Ring-Or,Either,yes,correct,truthconditional,1
107,WS,47,Or,BADCE-1,Phone-cross-Or,Both,no,pragmatic,entailment,0
107,WS,48,Or,BADCE-1,Icecream-sun-Or,Neither,no,correct,truthconditional,1
107,WS,49,Two,BADCE-1,Ring-Two,0--3,no,correct,truthconditional,1
107,WS,50,Two,BADCE-1,Flowerpot-Two,3--3,no,pragmatic,entailment,0
107,WS,51,Two,BADCE-1,Arrow-Two,0--3,no,correct,truthconditional,1
107,WS,52,Two,BADCE-1,Flag-Two,3--3,no,pragmatic,entailment,0
107,WS,53,Two,BADCE-1,Balloon-Two,2--3,yes,correct,truthconditional,1
107,WS,54,Two,BADCE-1,Tree-Two,2--3,no,wrong,truthconditional,0
107,WS,55,Two,BADCE-1,Ball-Two,2--3,yes,correct,truthconditional,1
107,WS,56,Two,BADCE-1,Lock-Two,3--3,no,pragmatic,entailment,0
107,WS,57,Two,BADCE-1,Smile-Two,0--3,no,correct,truthconditional,1
107,WS,58,Two,BADCE-1,Triangle-Two,0--3,no,correct,truthconditional,1
107,WS,59,Two,BADCE-1,Cloud-Two,3--3,no,pragmatic,entailment,0
107,WS,60,Two,BADCE-1,Cross-Two,2--3,yes,correct,truthconditional,1
108,WS,1,Not All,BADCE-2,Cup-Not All,3--3,no,correct,truthconditional,1
108,WS,2,Not All,BADCE-2,Cake-Not All,2--3,yes,correct,truthconditional,1
108,WS,3,Not All,BADCE-2,Star-Not All,0--3,yes,semantic,entailment,1
108,WS,4,Not All,BADCE-2,Triangle-Not All,2--3,yes,correct,truthconditional,1
108,WS,5,Not All,BADCE-2,Kite-Not All,3--3,no,correct,truthconditional,1
108,WS,6,Not All,BADCE-2,Smile-Not All,3--3,no,correct,truthconditional,1
108,WS,7,Not All,BADCE-2,Heart-Not All,0--3,yes,semantic,entailment,1
108,WS,8,Not All,BADCE-2,Flower-Not All,2--3,yes,correct,truthconditional,1
108,WS,9,Not All,BADCE-2,Ball-Not All,0--3,yes,semantic,entailment,1
108,WS,10,Not All,BADCE-2,Icecream-Not All,3--3,no,correct,truthconditional,1
108,WS,11,Not All,BADCE-2,Phone-Not All,0--3,no,pragmatic,entailment,0
108,WS,12,Not All,BADCE-2,Doughnut-Not All,2--3,yes,correct,truthconditional,1
108,WS,13,All,BADCE-2,Square-All,2--3,no,correct,truthconditional,1
108,WS,14,All,BADCE-2,Flower-All,3--3,yes,correct,truthconditional,1
108,WS,15,All,BADCE-2,Flag-All,0--3,no,correct,truthconditional,1
108,WS,16,All,BADCE-2,Puzzle-All,0--3,no,correct,truthconditional,1
108,WS,17,All,BADCE-2,Tree-All,3--3,yes,correct,truthconditional,1
108,WS,18,All,BADCE-2,Circle-All,2--3,no,correct,truthconditional,1
108,WS,19,All,BADCE-2,Camera-All,0--3,no,correct,truthconditional,1
108,WS,20,All,BADCE-2,Cloud-All,2--3,no,correct,truthconditional,1
108,WS,21,All,BADCE-2,Heart-All,2--3,no,correct,truthconditional,1
108,WS,22,All,BADCE-2,Lightbulb-Or,0--3,no,correct,truthconditional,1
108,WS,23,All,BADCE-2,Key-All,3--3,yes,correct,truthconditional,1
108,WS,24,All,BADCE-2,Boat-All,3--3,yes,correct,truthconditional,1
108,WS,25,Some,BADCE-2,Puzzle-Some,2--3,yes,correct,truthconditional,1
108,WS,26,Some,BADCE-2,Camera-Some,3--3,no,pragmatic,entailment,0
108,WS,27,Some,BADCE-2,Balloon-Some,0--3,no,correct,truthconditional,1
108,WS,28,Some,BADCE-2,Circle-Some,2--3,no,wrong,truthconditional,0
108,WS,29,Some,BADCE-2,Star-Some,3--3,no,pragmatic,entailment,0
108,WS,30,Some,BADCE-2,Square-Some,0--3,no,correct,truthconditional,1
108,WS,31,Some,BADCE-2,House-Some,0--3,no,correct,truthconditional,1
108,WS,32,Some,BADCE-2,Lock-Some,2--3,yes,correct,truthconditional,1
108,WS,33,Some,BADCE-2,Sun-Some,3--3,no,pragmatic,entailment,0
108,WS,34,Some,BADCE-2,Moon-Some,3--3,no,pragmatic,entailment,0
108,WS,35,Some,BADCE-2,Tree-Some,2--3,yes,correct,truthconditional,1
108,WS,36,Some,BADCE-2,Flower-Some,0--3,no,correct,truthconditional,1
108,WS,37,Or,BADCE-2,Smile-heart-Or,Both,yes,semantic,entailment,1
108,WS,38,Or,BADCE-2,Boat-Or,Either,no,wrong,truthconditional,0
108,WS,39,Or,BADCE-2,Triangle-circle-Or,Neither,no,correct,truthconditional,1
108,WS,40,Or,BADCE-2,Arrow-tree-Or,Both,yes,semantic,entailment,1
108,WS,41,Or,BADCE-2,Ring-Or,Either,yes,correct,truthconditional,1
108,WS,42,Or,BADCE-2,Lightbulb-Or,Either,yes,correct,truthconditional,1
108,WS,43,Or,BADCE-2,Cup-cake-Or,Neither,no,correct,truthconditional,1
108,WS,44,Or,BADCE-2,Phone-cross-Or,Both,yes,semantic,entailment,1
108,WS,45,Or,BADCE-2,Flowerpot-house-Or,Neither,no,correct,truthconditional,1
108,WS,46,Or,BADCE-2,Key-doughnut-Or,Both,yes,semantic,entailment,1
108,WS,47,Or,BADCE-2,Smile-Or,Neither,no,correct,truthconditional,1
108,WS,48,Or,BADCE-2,Smile-heart-Or,Either,yes,correct,truthconditional,1
108,WS,49,Two,BADCE-2,Flowerpot-Two,3--3,no,pragmatic,entailment,0
108,WS,50,Two,BADCE-2,Cloud-Two,3--3,no,pragmatic,entailment,0
108,WS,51,Two,BADCE-2,Smile-Two,0--3,no,correct,truthconditional,1
108,WS,52,Two,BADCE-2,Cross-Two,2--3,yes,correct,truthconditional,1
108,WS,53,Two,BADCE-2,Tree-Two,2--3,yes,correct,truthconditional,1
108,WS,54,Two,BADCE-2,Balloon-Two,2--3,yes,correct,truthconditional,1
108,WS,55,Two,BADCE-2,Arrow-Two,0--3,no,correct,truthconditional,1
108,WS,56,Two,BADCE-2,Ring-Two,0--3,no,correct,truthconditional,1
108,WS,57,Two,BADCE-2,Lock-Two,3--3,no,pragmatic,entailment,0
108,WS,58,Two,BADCE-2,Flag-Two,3--3,no,pragmatic,entailment,0
108,WS,59,Two,BADCE-2,Triangle-Two,0--3,no,correct,truthconditional,1
108,WS,60,Two,BADCE-2,Ball-Two,2--3,yes,correct,truthconditional,1
109,WS,1,Not All,BADCE-2,Cup-Not All,3--3,no,correct,truthconditional,1
109,WS,2,Not All,BADCE-2,Cake-Not All,2--3,yes,correct,truthconditional,1
109,WS,3,Not All,BADCE-2,Star-Not All,0--3,yes,semantic,entailment,1
109,WS,4,Not All,BADCE-2,Triangle-Not All,2--3,yes,correct,truthconditional,1
109,WS,5,Not All,BADCE-2,Kite-Not All,3--3,no,correct,truthconditional,1
109,WS,6,Not All,BADCE-2,Smile-Not All,3--3,no,correct,truthconditional,1
109,WS,7,Not All,BADCE-2,Heart-Not All,0--3,yes,semantic,entailment,1
109,WS,8,Not All,BADCE-2,Flower-Not All,2--3,yes,correct,truthconditional,1
109,WS,9,Not All,BADCE-2,Ball-Not All,0--3,yes,semantic,entailment,1
109,WS,10,Not All,BADCE-2,Icecream-Not All,3--3,no,correct,truthconditional,1
109,WS,11,Not All,BADCE-2,Phone-Not All,0--3,yes,semantic,entailment,1
109,WS,12,Not All,BADCE-2,Doughnut-Not All,2--3,yes,correct,truthconditional,1
109,WS,13,All,BADCE-2,Square-All,2--3,no,correct,truthconditional,1
109,WS,14,All,BADCE-2,Flower-All,3--3,yes,correct,truthconditional,1
109,WS,15,All,BADCE-2,Flag-All,0--3,no,correct,truthconditional,1
109,WS,16,All,BADCE-2,Puzzle-All,0--3,no,correct,truthconditional,1
109,WS,17,All,BADCE-2,Tree-All,3--3,yes,correct,truthconditional,1
109,WS,18,All,BADCE-2,Circle-All,2--3,no,correct,truthconditional,1
109,WS,19,All,BADCE-2,Camera-All,0--3,no,correct,truthconditional,1
109,WS,20,All,BADCE-2,Cloud-All,2--3,no,correct,truthconditional,1
109,WS,21,All,BADCE-2,Heart-All,2--3,no,correct,truthconditional,1
109,WS,22,All,BADCE-2,Lightbulb-Or,0--3,no,correct,truthconditional,1
109,WS,23,All,BADCE-2,Key-All,3--3,yes,correct,truthconditional,1
109,WS,24,All,BADCE-2,Boat-All,3--3,yes,correct,truthconditional,1
109,WS,25,Some,BADCE-2,Puzzle-Some,2--3,yes,correct,truthconditional,1
109,WS,26,Some,BADCE-2,Camera-Some,3--3,yes,semantic,entailment,1
109,WS,27,Some,BADCE-2,Balloon-Some,0--3,no,correct,truthconditional,1
109,WS,28,Some,BADCE-2,Circle-Some,2--3,yes,correct,truthconditional,1
109,WS,29,Some,BADCE-2,Star-Some,3--3,yes,semantic,entailment,1
109,WS,30,Some,BADCE-2,Square-Some,0--3,no,correct,truthconditional,1
109,WS,31,Some,BADCE-2,House-Some,0--3,no,correct,truthconditional,1
109,WS,32,Some,BADCE-2,Lock-Some,2--3,yes,correct,truthconditional,1
109,WS,33,Some,BADCE-2,Sun-Some,3--3,yes,semantic,entailment,1
109,WS,34,Some,BADCE-2,Moon-Some,3--3,yes,semantic,entailment,1
109,WS,35,Some,BADCE-2,Tree-Some,2--3,yes,correct,truthconditional,1
109,WS,36,Some,BADCE-2,Flower-Some,0--3,no,correct,truthconditional,1
109,WS,37,Or,BADCE-2,Smile-heart-Or,Both,yes,semantic,entailment,1
109,WS,38,Or,BADCE-2,Boat-Or,Either,yes,correct,truthconditional,1
109,WS,39,Or,BADCE-2,Triangle-circle-Or,Neither,no,correct,truthconditional,1
109,WS,40,Or,BADCE-2,Arrow-tree-Or,Both,yes,semantic,entailment,1
109,WS,41,Or,BADCE-2,Ring-Or,Either,yes,correct,truthconditional,1
109,WS,42,Or,BADCE-2,Lightbulb-Or,Either,yes,correct,truthconditional,1
109,WS,43,Or,BADCE-2,Cup-cake-Or,Neither,no,correct,truthconditional,1
109,WS,44,Or,BADCE-2,Phone-cross-Or,Both,yes,semantic,entailment,1
109,WS,45,Or,BADCE-2,Flowerpot-house-Or,Neither,no,correct,truthconditional,1
109,WS,46,Or,BADCE-2,Key-doughnut-Or,Both,yes,semantic,entailment,1
109,WS,47,Or,BADCE-2,Smile-Or,Neither,no,correct,truthconditional,1
109,WS,48,Or,BADCE-2,Smile-heart-Or,Either,yes,correct,truthconditional,1
109,WS,49,Two,BADCE-2,Flowerpot-Two,3--3,no,pragmatic,entailment,0
109,WS,50,Two,BADCE-2,Cloud-Two,3--3,yes,semantic,entailment,1
109,WS,51,Two,BADCE-2,Smile-Two,0--3,no,correct,truthconditional,1
109,WS,52,Two,BADCE-2,Cross-Two,2--3,yes,correct,truthconditional,1
109,WS,53,Two,BADCE-2,Tree-Two,2--3,yes,correct,truthconditional,1
109,WS,54,Two,BADCE-2,Balloon-Two,2--3,yes,correct,truthconditional,1
109,WS,55,Two,BADCE-2,Arrow-Two,0--3,no,correct,truthconditional,1
109,WS,56,Two,BADCE-2,Ring-Two,0--3,no,correct,truthconditional,1
109,WS,57,Two,BADCE-2,Lock-Two,3--3,yes,semantic,entailment,1
109,WS,58,Two,BADCE-2,Flag-Two,3--3,yes,semantic,entailment,1
109,WS,59,Two,BADCE-2,Triangle-Two,0--3,no,correct,truthconditional,1
109,WS,60,Two,BADCE-2,Ball-Two,2--3,yes,correct,truthconditional,1
201,MA,1,Not All,BADCE-1,Flower-Not All,2--3,no,wrong,truthconditional,0
201,MA,2,Not All,BADCE-1,Heart-Not All,0--3,no,pragmatic,entailment,0
201,MA,3,Not All,BADCE-1,Phone-Not All,0--3,no,pragmatic,entailment,0
201,MA,4,Not All,BADCE-1,Triangle-Not All,2--3,no,wrong,truthconditional,0
201,MA,5,Not All,BADCE-1,Doughnut-Not All,2--3,no,wrong,truthconditional,0
201,MA,6,Not All,BADCE-1,Kite-Not All,3--3,yes,wrong,truthconditional,0
201,MA,7,Not All,BADCE-1,Star-Not All,0--3,no,pragmatic,entailment,0
201,MA,8,Not All,BADCE-1,Ball-Not All,0--3,no,pragmatic,entailment,0
201,MA,9,Not All,BADCE-1,Cup-Not All,3--3,yes,wrong,truthconditional,0
201,MA,10,Not All,BADCE-1,Icecream-Not All,3--3,yes,wrong,truthconditional,0
201,MA,11,Not All,BADCE-1,Cake-Not All,2--3,no,wrong,truthconditional,0
201,MA,12,Not All,BADCE-1,Smile-Not All,3--3,yes,wrong,truthconditional,0
201,MA,13,All,BADCE-1,Cloud-All,2--3,no,correct,truthconditional,1
201,MA,14,All,BADCE-1,Boat-All,3--3,yes,correct,truthconditional,1
201,MA,15,All,BADCE-1,Bulb-All,0--3,no,correct,truthconditional,1
201,MA,16,All,BADCE-1,Heart-All,2--3,no,correct,truthconditional,1
201,MA,17,All,BADCE-1,Circle-All,2--3,no,correct,truthconditional,1
201,MA,18,All,BADCE-1,Key-All,3--3,yes,correct,truthconditional,1
201,MA,19,All,BADCE-1,Puzzle-All,0--3,no,correct,truthconditional,1
201,MA,20,All,BADCE-1,Camera-All,0--3,no,correct,truthconditional,1
201,MA,21,All,BADCE-1,Flag-All,0--3,no,correct,truthconditional,1
201,MA,22,All,BADCE-1,Square-All,2--3,no,correct,truthconditional,1
201,MA,23,All,BADCE-1,Tree-All,3--3,yes,correct,truthconditional,1
201,MA,24,All,BADCE-1,Flower-All,3--3,yes,correct,truthconditional,1
201,MA,25,Some,BADCE-1,Camera-Some,3--3,yes,semantic,entailment,1
201,MA,26,Some,BADCE-1,Moon-Some,3--3,yes,semantic,entailment,1
201,MA,27,Some,BADCE-1,Sun-Some,3--3,yes,semantic,entailment,1
201,MA,28,Some,BADCE-1,Puzzle-Some,2--3,no,wrong,truthconditional,0
201,MA,29,Some,BADCE-1,Square-Some,0--3,no,correct,truthconditional,1
201,MA,30,Some,BADCE-1,House-Some,0--3,no,correct,truthconditional,1
201,MA,31,Some,BADCE-1,Balloon-Some,0--3,no,correct,truthconditional,1
201,MA,32,Some,BADCE-1,Flower-Some,0--3,no,correct,truthconditional,1
201,MA,33,Some,BADCE-1,Lock-Some,2--3,no,wrong,truthconditional,0
201,MA,34,Some,BADCE-1,Star-Some,3--3,yes,semantic,entailment,1
201,MA,35,Some,BADCE-1,Circle-Some,2--3,no,wrong,truthconditional,0
201,MA,36,Some,BADCE-1,Tree-Some,2--3,no,wrong,truthconditional,0
201,MA,37,Or,BADCE-1,Triangle-circle-Or,Neither,no,correct,truthconditional,1
201,MA,38,Or,BADCE-1,Lightbulb-Or,Either,no,wrong,truthconditional,0
201,MA,39,Or,BADCE-1,Boat-Or,Either,no,wrong,truthconditional,0
201,MA,40,Or,BADCE-1,Cup-cake-Or,Neither,no,correct,truthconditional,1
201,MA,41,Or,BADCE-1,Flowerpot-house-Or,Both,yes,semantic,entailment,1
201,MA,42,Or,BADCE-1,Smile-Or,Either,no,wrong,truthconditional,0
201,MA,43,Or,BADCE-1,Smile-heart-Or,Both,yes,semantic,entailment,1
201,MA,44,Or,BADCE-1,Key-doughnut-Or,Neither,no,correct,truthconditional,1
201,MA,45,Or,BADCE-1,Arrow-tree-Or,Both,yes,semantic,entailment,1
201,MA,46,Or,BADCE-1,Ring-Or,Either,no,wrong,truthconditional,0
201,MA,47,Or,BADCE-1,Phone-cross-Or,Both,yes,semantic,entailment,1
201,MA,48,Or,BADCE-1,Icecream-sun-Or,Neither,no,correct,truthconditional,1
201,MA,49,Two,BADCE-1,Ring-Two,0--3,no,correct,truthconditional,1
201,MA,50,Two,BADCE-1,Flowerpot-Two,3--3,no,pragmatic,entailment,0
201,MA,51,Two,BADCE-1,Arrow-Two,0--3,no,correct,truthconditional,1
201,MA,52,Two,BADCE-1,Flag-Two,3--3,no,pragmatic,entailment,0
201,MA,53,Two,BADCE-1,Balloon-Two,2--3,yes,correct,truthconditional,1
201,MA,54,Two,BADCE-1,Tree-Two,2--3,yes,correct,truthconditional,1
201,MA,55,Two,BADCE-1,Ball-Two,2--3,yes,correct,truthconditional,1
201,MA,56,Two,BADCE-1,Lock-Two,3--3,no,pragmatic,entailment,0
201,MA,57,Two,BADCE-1,Smile-Two,0--3,no,correct,truthconditional,1
201,MA,58,Two,BADCE-1,Triangle-Two,0--3,no,correct,truthconditional,1
201,MA,59,Two,BADCE-1,Cloud-Two,3--3,no,pragmatic,entailment,0
201,MA,60,Two,BADCE-1,Cross-Two,2--3,yes,correct,truthconditional,1
202,MA,1,Not All,BADCE-2,Cup-Not All,3--3,no,correct,truthconditional,1
202,MA,2,Not All,BADCE-2,Cake-Not All,2--3,yes,correct,truthconditional,1
202,MA,3,Not All,BADCE-2,Star-Not All,0--3,yes,semantic,entailment,1
202,MA,4,Not All,BADCE-2,Triangle-Not All,2--3,yes,correct,truthconditional,1
202,MA,5,Not All,BADCE-2,Kite-Not All,3--3,no,correct,truthconditional,1
202,MA,6,Not All,BADCE-2,Smile-Not All,3--3,no,correct,truthconditional,1
202,MA,7,Not All,BADCE-2,Heart-Not All,0--3,yes,semantic,entailment,1
202,MA,8,Not All,BADCE-2,Flower-Not All,2--3,yes,correct,truthconditional,1
202,MA,9,Not All,BADCE-2,Ball-Not All,0--3,yes,semantic,entailment,1
202,MA,10,Not All,BADCE-2,Icecream-Not All,3--3,no,correct,truthconditional,1
202,MA,11,Not All,BADCE-2,Phone-Not All,0--3,yes,semantic,entailment,1
202,MA,12,Not All,BADCE-2,Doughnut-Not All,2--3,yes,correct,truthconditional,1
202,MA,13,All,BADCE-2,Square-All,2--3,no,correct,truthconditional,1
202,MA,14,All,BADCE-2,Flower-All,3--3,yes,correct,truthconditional,1
202,MA,15,All,BADCE-2,Flag-All,0--3,no,correct,truthconditional,1
202,MA,16,All,BADCE-2,Puzzle-All,0--3,no,correct,truthconditional,1
202,MA,17,All,BADCE-2,Tree-All,3--3,yes,correct,truthconditional,1
202,MA,18,All,BADCE-2,Circle-All,2--3,no,correct,truthconditional,1
202,MA,19,All,BADCE-2,Camera-All,0--3,no,correct,truthconditional,1
202,MA,20,All,BADCE-2,Cloud-All,2--3,no,correct,truthconditional,1
202,MA,21,All,BADCE-2,Heart-All,2--3,no,correct,truthconditional,1
202,MA,22,All,BADCE-2,Lightbulb-Or,0--3,no,correct,truthconditional,1
202,MA,23,All,BADCE-2,Key-All,3--3,yes,correct,truthconditional,1
202,MA,24,All,BADCE-2,Boat-All,3--3,yes,correct,truthconditional,1
202,MA,25,Some,BADCE-2,Puzzle-Some,2--3,yes,correct,truthconditional,1
202,MA,26,Some,BADCE-2,Camera-Some,3--3,yes,semantic,entailment,1
202,MA,27,Some,BADCE-2,Balloon-Some,0--3,no,correct,truthconditional,1
202,MA,28,Some,BADCE-2,Circle-Some,2--3,yes,correct,truthconditional,1
202,MA,29,Some,BADCE-2,Star-Some,3--3,yes,semantic,entailment,1
202,MA,30,Some,BADCE-2,Square-Some,0--3,no,correct,truthconditional,1
202,MA,31,Some,BADCE-2,House-Some,0--3,no,correct,truthconditional,1
202,MA,32,Some,BADCE-2,Lock-Some,2--3,yes,correct,truthconditional,1
202,MA,33,Some,BADCE-2,Sun-Some,3--3,yes,semantic,entailment,1
202,MA,34,Some,BADCE-2,Moon-Some,3--3,yes,semantic,entailment,1
202,MA,35,Some,BADCE-2,Tree-Some,2--3,yes,correct,truthconditional,1
202,MA,36,Some,BADCE-2,Flower-Some,0--3,no,correct,truthconditional,1
202,MA,37,Or,BADCE-2,Smile-heart-Or,Both,yes,semantic,entailment,1
202,MA,38,Or,BADCE-2,Boat-Or,Either,yes,correct,truthconditional,1
202,MA,39,Or,BADCE-2,Triangle-circle-Or,Neither,no,correct,truthconditional,1
202,MA,40,Or,BADCE-2,Arrow-tree-Or,Both,yes,semantic,entailment,1
202,MA,41,Or,BADCE-2,Ring-Or,Either,yes,correct,truthconditional,1
202,MA,42,Or,BADCE-2,Lightbulb-Or,Either,yes,correct,truthconditional,1
202,MA,43,Or,BADCE-2,Cup-cake-Or,Neither,no,correct,truthconditional,1
202,MA,44,Or,BADCE-2,Phone-cross-Or,Both,yes,semantic,entailment,1
202,MA,45,Or,BADCE-2,Flowerpot-house-Or,Neither,no,correct,truthconditional,1
202,MA,46,Or,BADCE-2,Key-doughnut-Or,Both,yes,semantic,entailment,1
202,MA,47,Or,BADCE-2,Smile-Or,Neither,no,correct,truthconditional,1
202,MA,48,Or,BADCE-2,Smile-heart-Or,Either,yes,correct,truthconditional,1
202,MA,49,Two,BADCE-2,Flowerpot-Two,3--3,no,pragmatic,entailment,0
202,MA,50,Two,BADCE-2,Cloud-Two,3--3,no,pragmatic,entailment,0
202,MA,51,Two,BADCE-2,Smile-Two,0--3,no,correct,truthconditional,1
202,MA,52,Two,BADCE-2,Cross-Two,2--3,yes,correct,truthconditional,1
202,MA,53,Two,BADCE-2,Tree-Two,2--3,yes,correct,truthconditional,1
202,MA,54,Two,BADCE-2,Balloon-Two,2--3,yes,correct,truthconditional,1
202,MA,55,Two,BADCE-2,Arrow-Two,0--3,no,correct,truthconditional,1
202,MA,56,Two,BADCE-2,Ring-Two,0--3,no,correct,truthconditional,1
202,MA,57,Two,BADCE-2,Lock-Two,3--3,no,pragmatic,entailment,0
